-DOCSTART- -X- -X- O
, PUNCT I-NP O
материнству NOUN I-NP O
и CCONJ I-NP O
защите NOUN I-NP O
детства NOUN I-NP O
, PUNCT I-NP O
экологии NOUN I-NP O
и CCONJ I-NP O
другим ADJ I-NP O
не PART I-NP O
менее ADV I-NP O
важным ADJ I-NP O
проблемам NOUN I-NP O
нашей DET I-NP O
действительности NOUN I-NP O
. PUNCT B-VP O

Гражданское ADJ B-NP O
общество NOUN I-NP O
— PROPN I-NP O
это PRON I-NP O
общество NOUN I-NP O
, PUNCT B-VP O
в ADP I-VP O
котором PRON I-VP O
власть NOUN B-NP O
нацелена VERB B-VP O
на ADP B-NP O
поддержку NOUN I-NP O
тех DET I-NP O
общественных ADJ I-NP O
институтов NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
в ADP I-VP O
конечном ADJ I-VP O
итоге NOUN B-NP O
делают VERB B-VP O
более ADV B-NP O
комфортной ADJ I-NP O
жизнь NOUN I-NP O
человека NOUN I-NP O
. PUNCT I-NP O

И CCONJ B-VP O
на ADP I-VP O
Урале PROPN I-VP B-Location
такие DET B-NP O
институты NOUN I-NP O
активно ADV B-VP O
создаются VERB I-VP O
. PUNCT I-VP O

В ADP B-NP O
регионе NOUN I-NP O
первым ADJ B-VP O
в ADP I-VP O
России PROPN I-VP B-Location
возник VERB I-VP O
институт NOUN B-NP O
Уполномоченного PROPN I-NP O
по ADP I-NP O
правам NOUN I-NP O
человека NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
конце NOUN I-NP O
80-х ADJ I-NP O
, PUNCT I-NP O
начале NOUN I-NP O
90-х ADJ I-NP O
годов NOUN I-NP O
прошлого ADJ I-NP O
века NOUN I-NP O
в ADP I-NP O
Свердловске PROPN I-NP B-Location
появилась VERB B-VP O
городская ADJ I-VP O
дискуссионная ADJ I-VP O
трибуна NOUN B-NP O
— PROPN I-NP O
один NUM I-NP O
из ADP I-NP O
первых ADJ I-NP O
российских ADJ I-NP O
, PUNCT B-VP O
как SCONJ I-VP O
выражались VERB I-VP O
тогда ADV I-VP O
, PUNCT I-VP O
« ADV I-VP O
рупоров NOUN B-NP O
гласности NOUN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

И CCONJ B-VP O
заложил VERB I-VP O
основу NOUN B-NP O
этому DET B-VP O
первый ADJ B-NP O
президент NOUN I-NP O
, PUNCT B-VP O
живший VERB I-VP O
тогда ADV I-VP O
ещё ADV I-VP O
в ADP B-NP O
Свердловской ADJ I-NP B-Location
области NOUN I-NP I-Location
. PUNCT B-VP O

В ADP B-NP O
мае NOUN I-NP O
1981 NUM I-NP O
года NOUN I-NP O
, PUNCT I-NP O
во ADP B-VP O
Дворце PROPN I-VP B-Location
молодёжи NOUN B-NP O
, PUNCT B-VP O
он PRON I-VP O
провёл VERB I-VP O
знаковую ADJ B-NP O
встречу NOUN I-NP O
со ADP I-NP O
студентами NOUN I-NP O
и CCONJ I-NP O
преподавателями NOUN I-NP O
16 NUM I-NP O
свердловских ADJ I-NP O
вузов NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
1982 NUM I-NP O
году NOUN I-NP O
появились VERB B-VP O
регулярные ADJ B-NP O
телевизионные ADJ I-NP O
передачи NOUN I-NP O
- PUNCT I-NP O
разговоры NOUN I-NP O
Ельцина PROPN I-NP B-Person
с ADP I-NP O
жителями NOUN I-NP O
области NOUN I-NP O
. PUNCT B-VP O

Это PRON B-NP O
было AUX I-NP O
начало NOUN I-NP O
строительства NOUN I-NP O
гражданского ADJ I-NP O
общества NOUN I-NP O
в ADP I-NP O
не PART I-NP O
самую ADJ I-NP O
, PUNCT I-NP O
казалось VERB B-VP O
бы PART I-VP O
, PUNCT I-VP O
подходящую ADJ B-NP O
эпоху NOUN I-NP O
. PUNCT I-NP O

Тем DET B-NP O
временем NOUN I-NP O
, PUNCT I-NP O
сообщает VERB B-VP O
« PROPN I-VP O
Новый ADJ I-VP B-Org
Регион PROPN I-VP O
— PROPN I-VP O
Екатеринбург PROPN I-VP B-LocOrg
» PROPN I-VP O
, PUNCT I-VP O
1 NUM I-VP O
февраля NOUN B-NP O
2001 NUM I-NP O
года NOUN I-NP O
, PUNCT B-VP O
в ADP B-NP O
день NOUN I-NP O
80-й ADJ I-NP O
годовщины NOUN I-NP O
со ADP I-NP O
дня NOUN I-NP O
рождения NOUN I-NP O
Бориса PROPN I-NP B-Person
Николаевича PROPN I-NP I-Person
, PUNCT I-NP O
уличные ADJ I-NP O
художники NOUN I-NP O
проведут VERB B-VP O
в ADP I-VP O
Екатеринбурге PROPN I-VP B-Location
праздничную ADJ B-NP O
акцию NOUN I-NP O
и CCONJ B-VP O
откроют VERB I-VP O
« PROPN B-NP O
альтернативный ADJ I-NP O
памятник NOUN I-NP O
Ельцину PROPN I-NP B-Person
» PROPN B-VP O
. PUNCT I-VP O

Недоглядел NOUN B-NP O
Посла PROPN I-NP O
Японии PROPN I-NP B-LocOrg
уволили VERB B-VP O
за ADP I-VP O
то PRON I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
не PART I-VP O
собрал VERB I-VP O
вовремя ADV I-VP O
информацию NOUN B-NP O
о ADP I-NP O
поездке NOUN I-NP O
Дмитрия PROPN I-NP B-Person
Медведева PROPN I-NP I-Person
на ADP I-NP O
Курилы PROPN I-NP B-Location
. PUNCT B-VP O

Посол NOUN B-NP O
Японии PROPN I-NP B-LocOrg
в ADP I-NP O
России PROPN I-NP B-LocOrg
Масахару PROPN I-NP B-Person
Коно PROPN B-VP I-Person
будет AUX I-VP O
снят VERB I-VP O
с ADP B-NP O
должности NOUN I-NP O
. PUNCT I-NP O

Поводом NOUN B-NP O
для ADP I-NP O
отзыва NOUN I-NP O
стал VERB B-VP O
тот DET B-NP O
факт NOUN I-NP O
, PUNCT B-VP O
что SCONJ I-VP O
дипмиссия NOUN B-NP B-Org
не PART B-VP O
смогла VERB I-VP O
вовремя ADV I-VP O
предоставить VERB I-VP O
правительству NOUN B-NP B-Org
Страны NOUN I-NP B-LocOrg
восходящего VERB B-VP O
солнца NOUN B-NP O
точных ADJ I-NP O
сведений NOUN I-NP O
о ADP I-NP O
визите NOUN I-NP O
российского ADJ I-NP O
президента NOUN I-NP O
на ADP I-NP O
Курильские ADJ I-NP B-Location
острова NOUN I-NP I-Location
. PUNCT B-VP O

Ранее ADV B-VP O
источники NOUN B-NP O
в ADP I-NP O
посольстве NOUN I-NP O
докладывали VERB B-VP O
, PUNCT B-NP O
что SCONJ I-NP O
Дмитрий PROPN I-NP B-Person
Медведев PROPN I-NP I-Person
воздержится VERB B-VP O
от ADP B-NP O
поездки NOUN I-NP O
. PUNCT B-VP O

Однако ADV B-NP O
, PUNCT I-NP O
как SCONJ I-NP O
известно ADJ I-NP O
, PUNCT I-NP O
глава NOUN I-NP O
России PROPN I-NP B-LocOrg
31 NUM I-NP O
октября NOUN I-NP O
всё PRON B-VP O
же PART I-VP O
побывал VERB I-VP O
с ADP B-NP O
рабочей ADJ I-NP O
поездкой NOUN I-NP O
на ADP I-NP O
южных ADJ I-NP B-Location
островах NOUN I-NP I-Location
архипелага NOUN I-NP I-Location
. PUNCT B-VP O

Как SCONJ B-VP O
сообщает VERB I-VP O
РБК PROPN I-VP B-Org
, PUNCT I-VP O
решение NOUN B-NP O
об ADP I-NP O
увольнении NOUN I-NP O
Коно PROPN I-NP B-Person
было AUX B-VP O
принято VERB I-VP O
22 NUM I-VP O
декабря NOUN B-NP O
. PUNCT B-VP O

Предполагается VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
его PRON B-NP O
место NOUN I-NP O
займёт VERB B-VP O
посол NOUN B-NP O
Японии PROPN I-NP B-LocOrg
в ADP I-NP O
Чехии PROPN I-NP B-LocOrg
Синдзи PROPN I-NP B-Person
Харада PROPN I-NP I-Person
, PUNCT I-NP O
ранее ADV B-VP O
возглавлявший VERB I-VP O
отдел NOUN B-NP B-Org
России PROPN I-NP B-LocOrg
в ADP I-NP O
японском ADJ I-NP B-Org
МИДе NOUN I-NP I-Org
. PUNCT B-VP O

Напомним VERB B-VP O
также ADV I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
после ADP B-NP O
поездки NOUN I-NP O
Дмитрия PROPN I-NP B-Person
Медведева PROPN I-NP I-Person
на ADP B-VP O
Курилы PROPN I-VP B-Location
премьер-министр NOUN B-NP O
Японии PROPN I-NP B-LocOrg
Н PROPN B-VP B-Person
. PUNCT I-VP O

Кан PROPN B-VP B-Person
заявил VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
этот DET B-NP O
визит NOUN I-NP O
« PROPN I-NP O
вызывает VERB B-VP O
сожаление NOUN B-NP O
» PROPN B-VP O
, PUNCT B-NP O
а CCONJ I-NP O
глава NOUN I-NP O
японского ADJ I-NP B-Org
МИДа NOUN I-NP I-Org
Сэйдзи PROPN I-NP B-Person
Маэхара PROPN I-NP I-Person
отметил VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
этот DET B-NP O
поступок NOUN I-NP O
« PROPN B-VP O
ранит VERB I-VP O
чувства NOUN B-NP O
японского ADJ I-NP O
народа NOUN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

На ADP B-NP O
следующий ADJ I-NP O
день NOUN I-NP O
он PRON B-VP O
отозвал VERB I-VP O
из ADP I-VP O
России PROPN I-VP B-LocOrg
посла NOUN B-NP O
. PUNCT B-VP O

Однако ADV B-VP O
через ADP B-NP O
некоторое DET I-NP O
время NOUN I-NP O
представитель NOUN I-NP O
японского ADJ I-NP B-Org
дипломатического ADJ I-NP O
ведомства NOUN I-NP B-Org
вновь ADV B-VP O
вернулся VERB I-VP O
в ADP I-VP O
Москву PROPN I-VP B-Location
. PUNCT I-VP O

Судом NOUN B-NP B-Org
Партизанского ADJ I-NP I-Org
района NOUN I-NP I-Org
города NOUN I-NP B-Location
Минска PROPN I-NP I-Location
экс-кандидат NOUN I-NP O
в ADP I-NP O
президенты NOUN I-NP O
Беларуси PROPN I-NP B-LocOrg
Андрей PROPN I-NP B-Person
Санников PROPN B-VP I-Person
был AUX I-VP O
приговорен VERB I-VP O
к ADP B-NP O
5 NUM I-NP O
годам NOUN I-NP O
лишения NOUN I-NP O
свободы NOUN I-NP O
в ADP I-NP O
колонии NOUN I-NP O
усиленного VERB B-VP O
режима NOUN B-NP O
. PUNCT I-NP O

Согласно ADP B-NP O
сообщению NOUN I-NP O
государственного ADJ I-NP B-Org
информационного ADJ I-NP I-Org
агентства NOUN I-NP I-Org
БелТА PROPN I-NP I-Org
, PUNCT I-NP O
судья NOUN I-NP O
заявила VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
« PROPN I-VP O
с ADP B-NP O
ноября NOUN I-NP O
по ADP I-NP O
декабрь NOUN I-NP O
2010 NUM I-NP O
года NOUN I-NP O
Андрей PROPN B-VP B-Person
Санников PROPN I-VP I-Person
по ADP B-NP O
предварительному ADJ I-NP O
сговору NOUN I-NP O
с ADP I-NP O
группой NOUN I-NP O
лиц NOUN I-NP O
предпринял VERB B-VP O
действия NOUN B-NP O
для ADP I-NP O
организации NOUN I-NP O
массовых ADJ I-NP O
беспорядков NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
также ADV I-VP O
руководил VERB I-VP O
ими PRON I-VP O
» PROPN I-VP O
. PUNCT I-VP O

Обвинительные ADJ B-NP O
приговоры NOUN I-NP O
были AUX B-VP O
вынесены VERB I-VP O
и CCONJ B-NP O
другим ADJ I-NP O
участникам NOUN I-NP O
процесса NOUN I-NP O
: PUNCT B-VP O
Илья PROPN I-VP B-Person
Васильевич PROPN I-VP I-Person
, PUNCT I-VP O
Федор PROPN I-VP B-Person
Мирзоянов PROPN I-VP I-Person
и CCONJ I-VP O
Владимир PROPN I-VP B-Person
Яроменак PROPN I-VP I-Person
проведут VERB I-VP O
в ADP B-NP O
колонии NOUN I-NP O
усиленного VERB B-VP O
режима NOUN B-NP O
3 NUM I-NP O
года NOUN I-NP O
, PUNCT B-VP O
Олег PROPN I-VP B-Person
Гнедчик PROPN I-VP I-Person
— PROPN I-VP O
3,5 NUM B-NP O
года NOUN I-NP O
. PUNCT B-VP O

По ADP B-NP O
сообщению NOUN I-NP O
оппозиционных ADJ I-NP O
СМИ PROPN I-NP O
Беларуси PROPN I-NP B-LocOrg
, PUNCT I-NP O
после ADP I-NP O
оглашения NOUN I-NP O
приговора NOUN I-NP O
присутствующие VERB B-VP O
в ADP B-NP O
зале NOUN I-NP O
начали VERB B-VP O
скандировать VERB I-VP O
: PUNCT I-VP O
« NOUN B-NP O
Свободу PROPN B-VP O
! PUNCT I-VP O
» PROPN I-VP O

, PUNCT B-NP O
« NOUN I-NP O
Позор PROPN I-NP O
власти NOUN I-NP O
! PUNCT I-NP O
» NOUN I-NP O

. PUNCT B-ROOT O

В ADP B-NP O
ходе NOUN I-NP O
процесса NOUN I-NP O
Санников PROPN I-NP B-Person
выступил VERB B-VP O
с ADP B-NP O
заявлением NOUN I-NP O
: PUNCT B-VP O
он PRON I-VP O
сообщил VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
в ADP B-NP O
изоляторе NOUN I-NP B-Location
КГБ PROPN I-NP I-Location
его PRON I-NP O
пытали VERB B-VP O
и CCONJ I-VP O
унижали VERB I-VP O
его PRON I-VP O
человеческое ADJ B-NP O
достоинство NOUN I-NP O
. PUNCT B-VP O

По ADP B-NP O
его PRON I-NP O
словам NOUN I-NP O
, PUNCT I-NP O
во ADP I-NP O
время NOUN I-NP O
допросов NOUN I-NP O
, PUNCT B-VP O
лично ADV I-VP O
председатель NOUN B-NP O
КГБ PROPN I-NP B-Org
угрожал VERB B-VP O
жизни NOUN B-NP O
и CCONJ I-NP O
здоровью NOUN I-NP O
его PRON I-NP O
жены NOUN I-NP O
и CCONJ I-NP O
сына NOUN I-NP O
. PUNCT I-NP O

Андрей NOUN B-NP B-Person
Санников PROPN I-NP I-Person
— PROPN I-NP O
бывший ADJ I-NP O
заместитель NOUN I-NP O
министра NOUN I-NP O
иностранных ADJ I-NP O
дел NOUN I-NP O
Беларуси PROPN I-NP B-LocOrg
. PUNCT I-NP O

В ADP B-NP O
1996 NUM I-NP O
году NOUN I-NP O
он PRON B-VP O
ушел VERB I-VP O
в ADP B-NP O
отставку NOUN I-NP O
в ADP I-NP O
знак NOUN I-NP O
протеста NOUN I-NP O
против ADP I-NP O
действий NOUN I-NP O
президента NOUN I-NP O
Александра PROPN I-NP B-Person
Лукашенко PROPN I-NP I-Person
. PUNCT B-VP O

По ADP B-NP O
мнению NOUN I-NP O
независимых ADJ I-NP O
наблюдателей NOUN I-NP O
, PUNCT I-NP O
Санников PROPN B-VP B-Person
имел VERB I-VP O
реальные ADJ B-NP O
шансы NOUN I-NP O
победить VERB B-VP O
на ADP B-NP O
президентских ADJ I-NP O
выборах NOUN I-NP O
в ADP I-NP O
декабре NOUN I-NP O
2010 NUM I-NP O
года NOUN I-NP O
, PUNCT B-VP O
если SCONJ I-VP O
бы PART B-NP O
власти NOUN I-NP O
Беларуси PROPN I-NP B-LocOrg
обеспечили VERB B-VP O
честный ADJ B-NP O
подсчет NOUN I-NP O
голосов NOUN I-NP O
. PUNCT B-VP O

Марк PROPN B-VP B-Person
Тоунер PROPN I-VP I-Person
, PUNCT I-VP O
исполняющий VERB I-VP O
обязанности NOUN B-NP O
официального ADJ I-NP O
представителя NOUN I-NP O
Госдепартамента PROPN I-NP B-Org
США PROPN I-NP I-Org
, PUNCT B-VP O
выступил VERB I-VP O
сегодня ADV I-VP O
со ADP B-NP O
специальным ADJ I-NP O
заявлением NOUN I-NP O
: PUNCT B-VP O
« NOUN B-NP O
Соединенные VERB B-VP B-LocOrg
Штаты PROPN I-VP O
осуждают VERB I-VP O
приговор NOUN B-NP O
, PUNCT B-VP O
вынесенный VERB I-VP O
14 NUM I-VP O
мая NOUN B-NP O
кандидату NOUN I-NP O
в ADP I-NP O
президенты NOUN I-NP O
Андрею PROPN B-VP B-Person
Санникову PROPN I-VP I-Person
и CCONJ I-VP O
другим ADJ I-VP O
демократическим ADJ I-VP O
активистам NOUN B-NP O
в ADP I-NP O
Беларуси PROPN I-NP B-Location
. PUNCT B-VP O

Мы PRON B-VP O
считаем VERB I-VP O
политическими ADJ B-NP O
заключенными NOUN I-NP O
пятерых NUM I-NP O
кандидатов NOUN I-NP O
— NOUN I-NP O
Владимира PROPN I-NP B-Person
Некляева PROPN I-NP I-Person
, PUNCT I-NP O
Андрея PROPN I-NP B-Person
Санникова PROPN I-NP I-Person
, PUNCT I-NP O
Виталия PROPN I-NP B-Person
Рымашевского PROPN I-NP I-Person
, PUNCT I-NP O
Николая PROPN I-NP B-Person
Статкевича PROPN I-NP I-Person
и CCONJ I-NP O
Дмитрия PROPN I-NP B-Person
Уса PROPN I-NP I-Person
, PUNCT I-NP O
— PROPN I-NP O
а CCONJ I-NP O
также ADV I-NP O
других ADJ I-NP O
активистов NOUN I-NP O
, PUNCT I-NP O
судимых ADJ I-NP O
после ADP I-NP O
арестов NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
стали VERB I-VP O
частью NOUN B-NP O
репрессий NOUN I-NP O
, PUNCT B-VP O
связанных VERB I-VP O
с ADP B-NP O
выборами NOUN I-NP O
19 NUM I-NP O
декабря NOUN I-NP O
. PUNCT B-VP O

Суровые ADJ B-NP O
приговоры NOUN I-NP O
, PUNCT I-NP O
вынесенные VERB B-VP O
14 NUM I-VP O
мая NOUN B-NP O
, PUNCT B-VP O
а CCONJ I-VP O
также ADV I-VP O
продолжающиеся VERB I-VP O
судебные ADJ B-NP O
процессы NOUN I-NP O
, PUNCT B-VP O
безусловно ADV I-VP O
, PUNCT I-VP O
политически ADV I-VP O
мотивированы VERB I-VP O
. PUNCT I-VP O

Беларусь PROPN B-ROOT B-LocOrg
должна ADJ I-ROOT O
незамедлительно ADV B-VP O
и CCONJ B-NP O
без ADP I-NP O
каких-либо DET I-NP O
условий NOUN I-NP O
выпустить VERB B-VP O
всех DET B-NP O
политических ADJ I-NP O
заключенных NOUN I-NP O
и CCONJ B-VP O
остановить VERB I-VP O
продолжающиеся VERB I-VP O
нарушения NOUN B-NP O
прав NOUN I-NP O
человека NOUN I-NP O
, PUNCT B-VP O
от ADP I-VP O
которых PRON I-VP O
страдают VERB I-VP O
критики NOUN B-NP O
режима NOUN I-NP O
, PUNCT B-VP O
остающиеся VERB I-VP O
под ADP B-NP O
угрозой NOUN I-NP O
преследований NOUN I-NP O
и CCONJ B-ROOT O
неправосудных ADJ I-ROOT O
арестов NOUN B-NP O
. PUNCT B-ROOT O

Результаты NOUN B-NP O
идущих VERB B-VP O
в ADP I-VP O
Беларуси PROPN I-VP B-Location
судебных ADJ I-VP O
слушаний NOUN B-NP O
будут AUX B-VP O
приняты VERB I-VP O
во ADP B-NP O
внимание NOUN I-NP O
