-DOCSTART- -X- -X- O
Адамс PROPN I-ROOT I-Person
( PROPN I-ROOT O
Великобритания PROPN I-ROOT B-Location
, PUNCT I-ROOT O
34 NUM I-ROOT O
, PUNCT I-ROOT O
2707 NUM I-ROOT O
) ADJ I-ROOT O
• NOUN B-NP O
Иван PROPN B-ROOT B-Person
Соколов PROPN I-ROOT I-Person
( PROPN I-ROOT O
Нидеоланды PROPN I-ROOT B-Location
, PUNCT I-ROOT O
37 NUM I-ROOT O
, PUNCT I-ROOT O
2689 NUM I-ROOT O
) ADJ B-NP O
• NOUN I-NP O
Гата PROPN I-NP B-Person
Камский PROPN I-NP I-Person
( PROPN I-NP O
США PROPN I-NP B-Location
, PUNCT B-ROOT O
31 NUM I-ROOT O
, PUNCT I-ROOT O
2686 NUM I-ROOT O
) ADJ I-ROOT O
• NOUN B-NP O
Сергей PROPN B-ROOT B-Person
Тивяков PROPN I-ROOT I-Person
( PROPN I-ROOT O
Нидерланды PROPN I-ROOT B-Location
, PUNCT I-ROOT O
32 NUM I-ROOT O
, PUNCT I-ROOT O
2669 NUM I-ROOT O
) ADJ I-ROOT O
• NOUN B-NP O
Сергей PROPN B-ROOT B-Person
Карякин PROPN I-ROOT I-Person
( PROPN I-ROOT O
Украина PROPN I-ROOT B-Location
, PUNCT I-ROOT O
15 NUM I-ROOT O
, PUNCT I-ROOT O
2660 NUM I-ROOT O
) ADJ I-ROOT O
• NOUN B-NP O
Люк PROPN I-NP B-Person
Ван PART I-NP I-Person
Велли PROPN I-NP O
( PROPN I-NP O
Нидерланды PROPN I-NP B-Location
, PUNCT I-NP O
33 NUM I-NP O
, PUNCT I-NP O
2647 NUM I-NP O
) NOUN I-NP O
Средний ADJ I-NP O
рейтинг NOUN I-NP O
турнира NOUN I-NP O
— PROPN I-NP O
2716 NUM I-NP O
. PUNCT B-ROOT O

Категория NOUN B-NP O
турнира NOUN I-NP O
— PROPN I-NP O
XIX NUM I-NP O
. PUNCT I-NP O

Фото NOUN B-NP O
с ADP I-NP O
турнира NOUN I-NP O
Календарь PROPN I-NP O
турнира NOUN I-NP O
Движение NOUN I-NP O
по ADP I-NP O
турам NOUN I-NP O
Таблица PROPN I-NP O
чемпионата NOUN I-NP O
Правительство PROPN I-NP B-Org
Японии PROPN I-NP I-Org
выразило VERB B-VP O
решительный ADJ B-NP O
протест NOUN I-NP O
против ADP I-NP O
состоявшегося VERB B-VP O
в ADP B-NP O
пятницу NOUN I-NP O
визита NOUN I-NP O
российского ADJ I-NP O
министра NOUN I-NP O
обороны NOUN I-NP O
, PUNCT B-VP O
посетившего VERB I-VP O
южные ADJ B-NP B-Location
Курильские ADJ I-NP I-Location
острова NOUN I-NP I-Location
, PUNCT B-VP O
которые PRON I-VP O
и PART I-VP O
Япония PROPN I-VP B-LocOrg
, PUNCT I-VP O
и CCONJ I-VP O
Россия PROPN I-VP B-LocOrg
считают VERB I-VP O
своими DET I-VP O
. PUNCT I-VP O

Четыре NUM B-NP O
острова NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
называются VERB I-VP O
Южными ADJ B-NP B-Location
Курилами PROPN B-VP I-Location
, PUNCT I-VP O
и CCONJ I-VP O
которые PRON I-VP O
японцы NOUN B-NP O
называют VERB B-VP O
Северными ADJ I-VP B-Location
территориями NOUN B-NP I-Location
, PUNCT B-VP O
отошли VERB I-VP O
к ADP I-VP O
Советскому ADJ I-VP B-LocOrg
Союзу PROPN I-VP O
после ADP B-NP O
Второй ADJ I-NP O
мировой ADJ I-NP O
войны NOUN I-NP O
. PUNCT B-VP O

Территориальный ADJ B-NP O
спор NOUN I-NP O
вокруг ADP I-NP O
этих DET I-NP O
островов NOUN I-NP O
до ADP I-NP O
сих DET I-NP O
пор NOUN I-NP O
, PUNCT I-NP O
через ADP I-NP O
65 NUM I-NP O
лет NOUN I-NP O
после ADP I-NP O
окончания NOUN I-NP O
военных ADJ I-NP O
действий NOUN I-NP O
, PUNCT I-NP O
не PART B-VP O
дает VERB I-VP O
двум NUM B-NP O
странам NOUN I-NP O
заключить VERB B-VP O
мирное ADJ B-NP O
соглашение NOUN I-NP O
. PUNCT B-VP O

Премьер-министр NOUN B-NP O
Японии PROPN I-NP B-LocOrg
Наото PROPN I-NP B-Person
Кан PROPN I-NP I-Person
назвал VERB B-VP O
посещение NOUN B-NP O
двух NUM I-NP O
из ADP I-NP O
этих DET I-NP O
островов NOUN I-NP O
министром NOUN I-NP O
обороны NOUN I-NP O
России PROPN B-VP B-LocOrg
Анатолием PROPN I-VP B-Person
Сердюковым PROPN I-VP I-Person
« PROPN I-VP O
в ADP B-NP O
высшей ADJ I-NP O
степени NOUN I-NP O
достойным ADJ B-VP O
сожаления NOUN B-NP O
» PROPN I-NP O
. PUNCT B-VP O

Эта DET B-NP O
поездка NOUN I-NP O
состоялась VERB B-VP O
лишь PART B-NP O
за ADP I-NP O
неделю NOUN I-NP O
до ADP I-NP O
запланированного VERB B-VP O
визита NOUN B-NP O
в ADP B-VP O
Москву PROPN I-VP B-Location
министра NOUN B-NP O
иностранных ADJ I-NP O
дел NOUN I-NP O
Японии PROPN I-NP B-LocOrg
Сейджи PROPN B-VP B-Person
Маехары PROPN I-VP I-Person
. PUNCT I-VP O

Можно ADV B-ROOT O
ли PART I-ROOT O
запатентовать VERB B-VP O
лицо NOUN B-NP O
? PUNCT B-ROOT O

Facebook PROPN B-VP B-Org
получит VERB I-VP O
патент NOUN B-NP O
на ADP I-NP O
часть NOUN I-NP O
своего DET I-NP O
названия NOUN I-NP O
. PUNCT B-VP O

Несколько NUM B-NP O
дней NOUN I-NP O
назад ADV I-NP O
Бюро PROPN I-NP B-Org
США PROPN I-NP B-LocOrg
по ADP I-NP O
патентам NOUN I-NP O
и CCONJ I-NP O
товарным ADJ I-NP O
знакам NOUN I-NP O
( NOUN I-NP O
USPTO PROPN I-NP B-Org
) VERB B-VP O
выдало VERB I-VP O
социальной ADJ B-NP B-Org
сети NOUN I-NP O
Facebook PROPN I-NP B-Org
разрешение NOUN I-NP O
на ADP I-NP O
получение NOUN I-NP O
патента NOUN I-NP O
на ADP I-NP O
английское ADJ I-NP O
слово NOUN I-NP O
« PROPN I-NP O
face X I-NP O
» X I-NP O
( X I-NP O
« X I-NP O
лицо NOUN I-NP O
» ADJ I-NP O
) NOUN I-NP O
, PUNCT B-VP O
сообщает VERB I-VP O
NEWSru.com PROPN I-VP B-Org
. PUNCT B-NP O

Для ADP B-NP O
официального ADJ I-NP O
завершения NOUN I-NP O
регистрации NOUN I-NP O
товарного ADJ I-NP O
знака NOUN I-NP O
Facebook PROPN B-ROOT B-Org
должен ADJ I-ROOT O
ознакомиться VERB B-VP O
с ADP B-NP O
правилами NOUN I-NP O
его PRON I-NP O
применения NOUN I-NP O
и CCONJ B-VP O
оплатить VERB I-VP O
денежный ADJ B-NP O
сбор NOUN I-NP O
. PUNCT B-ROOT O

Facebook PROPN B-VP B-Org
сможет VERB I-VP O
применять VERB I-VP O
товарный ADJ B-NP O
знак NOUN I-NP O
только PART I-NP O
к ADP I-NP O
« NOUN I-NP O
телекоммуникационным ADJ I-NP O
услугам NOUN I-NP O
, PUNCT I-NP O
а CCONJ I-NP O
именно PART I-NP O
онлайн-чатам NOUN I-NP O
и CCONJ I-NP O
электронным ADJ I-NP O
доскам NOUN I-NP O
объявлений NOUN I-NP O
для ADP I-NP O
обмена NOUN I-NP O
сообщениями NOUN I-NP O
между ADP I-NP O
пользователями NOUN I-NP O
компьютеров NOUN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

Этот DET B-NP O
товарный ADJ I-NP O
знак NOUN I-NP O
, PUNCT I-NP O
на ADP I-NP O
который PRON I-NP O
популярная ADJ I-NP O
социальная ADJ I-NP B-Org
сеть NOUN I-NP O
впервые ADV B-VP O
подала VERB I-VP O
заявку NOUN B-NP O
ещё ADV I-NP O
в ADP I-NP O
декабре NOUN I-NP O
2005 NUM I-NP O
года NOUN I-NP O
, PUNCT B-VP O
послужит VERB I-VP O
ей PRON I-VP O
оружием NOUN B-NP O
в ADP I-NP O
судебных ADJ I-NP O
спорах NOUN I-NP O
между ADP I-NP O
компаниями NOUN I-NP O
и CCONJ I-NP O
сервисами NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
пытаются VERB I-VP O
заработать VERB I-VP O
на ADP B-NP O
популярном ADJ I-NP O
бренде NOUN I-NP O
. PUNCT B-VP O

Конкурент NOUN B-NP O
Марка PROPN B-VP B-Person
Цукерберга PROPN I-VP I-Person
, PUNCT B-NP O
создателя NOUN I-NP O
Facebook PROPN I-NP B-Org
, PUNCT B-VP O
Аарон PROPN I-VP B-Person
Гринспен PROPN I-VP I-Person
, PUNCT I-VP O
управляющий VERB I-VP O
компанией NOUN B-NP B-Org
FaceCash PROPN B-VP I-Org
, PUNCT I-VP O
уже ADV I-VP O
выступал VERB I-VP O
против ADP I-VP O
того PRON I-VP O
, PUNCT B-NP O
чтобы SCONJ I-NP O
слово NOUN I-NP O
« NOUN I-NP O
face NOUN I-NP O
» PROPN I-NP O
ушло VERB B-VP O
к ADP I-VP O
Цукербергу PROPN I-VP B-Person
, PUNCT I-VP O
полагая VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
также ADV I-VP O
имеет VERB I-VP O
на ADP I-VP O
него PRON I-VP O
права NOUN B-NP O
. PUNCT B-VP O

Ранее ADV B-VP O
адвокаты NOUN B-NP O
Facebook PROPN B-VP B-Org
несколько NUM B-NP O
раз NOUN I-NP O
предъявляли VERB B-VP O
претензии NOUN B-NP O
сайтам NOUN I-NP O
, PUNCT B-VP O
в ADP I-VP O
которых PRON I-VP O
содержится VERB I-VP O
слово NOUN B-NP O
« NOUN I-NP O
book NOUN I-NP O
» PROPN B-VP O
( PROPN I-VP O
Teachbook PROPN I-VP B-Org
, PUNCT I-VP O
Placebook PROPN I-VP B-Org
) PROPN I-VP O
. PUNCT I-VP O

Казус NOUN B-NP O
с ADP I-NP O
библиографической ADJ I-NP O
редкостью NOUN I-NP O
Раритетный ADJ I-NP O
экземпляр NOUN I-NP O
книги NOUN I-NP O
Дарвина PROPN I-NP B-Person
« NUM B-VP O
Происхождение NOUN B-NP O
видов NOUN I-NP O
» PROPN B-VP O
найден VERB I-VP O
на ADP B-NP O
полке NOUN I-NP O
в ADP I-NP O
туалете NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
этом DET I-NP O
году NOUN I-NP O
отмечается VERB B-VP O
150-летний ADJ B-NP O
юбилей NOUN I-NP O
самой ADJ I-NP O
известной ADJ I-NP O
работы NOUN I-NP O
Чарльза PROPN I-NP B-Person
Дарвина PROPN I-NP I-Person
« PROPN I-NP O
Происхождение NOUN I-NP O
видов NOUN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

Первое ADJ B-NP O
издание NOUN I-NP O
книги NOUN I-NP O
было AUX B-VP O
выпущено VERB I-VP O
в ADP B-NP O
1859 NUM I-NP O
году NOUN I-NP O
и CCONJ B-VP O
сегодня ADV I-VP O
является VERB I-VP O
большой ADJ B-NP O
библиографической ADJ I-NP O
редкостью NOUN I-NP O
. PUNCT B-VP O

Однако ADV B-VP O
на ADP B-NP O
днях NOUN I-NP O
один NUM I-NP O
из ADP I-NP O
раритетных ADJ I-NP O
экземпляров NOUN I-NP O
был AUX B-VP O
случайно ADV I-VP O
обнаружен VERB I-VP O
в ADP I-VP O
одном NUM I-VP O
из ADP B-NP O
английских ADJ I-NP O
домов NOUN I-NP O
на ADP I-NP O
полке NOUN I-NP O
в ADP I-NP O
туалете NOUN I-NP O
. PUNCT B-VP O

Хозяева NOUN B-NP O
книги NOUN I-NP O
приобрели VERB B-VP O
её PRON I-VP O
много ADV B-NP O
лет NOUN I-NP O
назад ADV I-NP O
на ADP I-NP O
книжном ADJ I-NP O
развале NOUN I-NP O
всего PART I-NP O
за ADP I-NP O
несколько NUM I-NP O
шиллингов NOUN I-NP O
. PUNCT B-VP O

После ADP B-NP O
этого PRON I-NP O
на ADP I-NP O
протяжении NOUN I-NP O
40 NUM I-NP O
лет NOUN I-NP O
издание NOUN I-NP O
хранилось VERB B-VP O
в ADP B-NP O
частном ADJ I-NP O
доме NOUN I-NP O
в ADP B-VP O
Оксфордшире PROPN I-VP B-Location
, PUNCT I-VP O
а CCONJ I-VP O
затем ADV I-VP O
и PART I-VP O
вовсе ADV I-VP O
было AUX I-VP O
отправлено VERB I-VP O
на ADP B-NP O
полку NOUN I-NP O
в ADP I-NP O
туалет NOUN I-NP O
. PUNCT B-VP O

Всё PRON B-VP O
изменилось VERB I-VP O
после ADP I-VP O
того PRON I-VP O
, PUNCT I-VP O
как SCONJ B-NP O
по ADP I-NP O
счастливой ADJ I-NP O
случайности NOUN I-NP O
один NUM B-VP O
из ADP B-NP O
хозяев NOUN I-NP O
побывал VERB B-VP O
на ADP B-NP O
выставке NOUN I-NP O
, PUNCT B-VP O
посвящённой VERB I-VP O
Чарльзу PROPN I-VP B-Person
Дарвину PROPN I-VP I-Person
, PUNCT I-VP O
и CCONJ B-NP O
по ADP I-NP O
корешку NOUN I-NP O
узнал VERB B-VP O
книгу NOUN B-NP O
, PUNCT B-VP O
хранящуюся VERB I-VP O
в ADP B-NP O
его PRON I-NP O
доме NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
настоящий ADJ I-NP O
момент NOUN I-NP O
книга NOUN I-NP O
выставлена VERB B-VP O
на ADP B-NP O
торги NOUN I-NP O
аукционного ADJ I-NP B-Org
дома NOUN I-NP O
Christie PROPN I-NP B-Org
’s PROPN I-NP I-Org
, PUNCT B-VP O
который PRON I-VP O
надеется VERB I-VP O
выручить VERB I-VP O
за ADP I-VP O
неё PRON I-VP O
как SCONJ B-NP O
минимум NOUN I-NP O
99 NUM I-NP O
тыс NOUN I-NP O
. PUNCT B-VP O

долларов NOUN B-NP O
. PUNCT I-NP O

О ADP B-NP O
великом NOUN I-NP O
британском ADJ I-NP O
учёном NOUN I-NP O
, PUNCT B-VP O
которому PRON I-VP O
в ADP B-NP O
этом DET I-NP O
году NOUN I-NP O
исполнилось VERB B-VP O
200 NUM B-NP O
лет NOUN I-NP O
, PUNCT I-NP O
читайте VERB B-VP O
в ADP B-NP O
статье NOUN I-NP O
« NUM I-NP O
2009-й ADJ I-NP O
— NUM I-NP O
год NOUN I-NP O
Чарльза PROPN I-NP B-Person
Дарвина PROPN I-NP I-Person
» PROPN B-VP O
. PUNCT I-VP O

В ADP B-NP O
начале NOUN I-NP O
июне NOUN I-NP O
в ADP B-VP O
Турине PROPN I-VP B-Location
состоятся VERB I-VP O
выборы NOUN B-NP O
президента NOUN I-NP O
международной ADJ I-NP B-Org
шахматной ADJ I-NP I-Org
федерации NOUN I-NP I-Org
ФИДЕ PROPN I-NP I-Org
. PUNCT B-VP O

Два NUM B-NP O
кандидата NOUN I-NP O
продолжают VERB B-VP O
свои DET B-NP O
предвыборные ADJ I-NP O
кампании NOUN I-NP O
также ADV B-VP O
и PART I-VP O
в ADP I-VP O
Интернете PROPN I-VP B-Org
. PUNCT I-VP O

Оба NUM B-NP O
кандидата NOUN I-NP O
организовали VERB B-VP O
свои DET I-VP O
предвыборные ADJ I-VP O
Интернет NOUN B-NP B-Org
страницы NOUN I-NP O
. PUNCT B-VP O

Свою DET B-NP O
кампанию NOUN I-NP O
нидерландский ADJ I-NP O
предприниматель NOUN I-NP O
Бессель PROPN I-NP B-Person
Кок PROPN I-NP I-Person
проводит VERB B-VP O
под ADP B-NP O
девизом NOUN I-NP O
The PROPN I-NP O
Right PROPN I-NP O
Move PROPN I-NP O
( PROPN I-NP O
Правильный ADJ I-NP O
ход NOUN I-NP O
) PROPN I-NP O
. PUNCT B-VP O

Также ADV B-VP O
называется VERB I-VP O
и CCONJ B-NP O
его PRON I-NP O
предвыборная ADJ I-NP O
Интернет NOUN I-NP B-Org
страница NOUN I-NP O
The PROPN I-NP O
Right PROPN I-NP O
Move PROPN I-NP O
. PUNCT B-VP O

Предвыборная ADJ B-NP O
Интернет NOUN I-NP B-Org
страница NOUN I-NP O
действующего VERB B-VP O
президента NOUN B-NP O
ФИДЕ PROPN I-NP B-Org
Кирсана PROPN I-NP B-Person
Илюмжинова PROPN B-VP I-Person
называется VERB I-VP O
— NOUN B-NP O
Chess PROPN I-NP O
FIDE PROPN I-NP B-Org
Fidelity PROPN B-VP O
( PROPN I-VP O
Шахматы PROPN I-VP O
, PUNCT I-VP O
ФИДЕ PROPN I-VP B-Org
, PUNCT B-NP O
верность NOUN I-NP O
) NOUN I-NP O
. PUNCT B-VP O

На ADP B-NP O
своих DET I-NP O
страницах NOUN I-NP O
оба NUM I-NP O
кандидата NOUN I-NP O
представляют VERB B-VP O
свои DET B-NP O
команды NOUN I-NP O
, PUNCT I-NP O
а CCONJ I-NP O
также ADV I-NP O
федерации NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
их PRON I-VP O
поддерживают VERB I-VP O
. PUNCT I-VP O

Кирсана NOUN B-NP B-Person
Илюмжинова PROPN I-NP I-Person
поддерживают VERB B-VP O
40 NUM B-NP O
шахматных ADJ I-NP O
федераций NOUN I-NP O
, PUNCT B-VP O
включая ADV I-VP O
Россию PROPN I-VP B-LocOrg
. PUNCT I-VP O

Из ADP B-NP O
западных ADJ I-NP O
стран NOUN I-NP O
, PUNCT B-VP O
его PRON I-VP O
поддерживает VERB I-VP O
только PART B-NP O
Греция NOUN I-NP B-LocOrg
, PUNCT I-NP O
так ADV I-NP O
как SCONJ I-NP O
Илюмжинов PROPN I-NP B-Person
перевёл VERB B-VP O
штаб-квартиру NOUN B-NP O
ФИДЕ PROPN I-NP B-Org
в ADP I-NP O
Афины PROPN I-NP B-Location
и CCONJ I-NP O
в ADP I-NP O
его PRON I-NP O
команду NOUN I-NP O
, PUNCT I-NP O
в ADP I-NP O
качестве NOUN I-NP O
первого ADJ I-NP O
заместителя NOUN I-NP O
, PUNCT I-NP O
входит VERB B-VP O
Георгиос PROPN I-VP B-Person
Макрополус PROPN I-VP I-Person
. PUNCT I-VP O

Оба NUM B-NP O
претендента NOUN I-NP O
указывают VERB B-VP O
на ADP B-NP O
поддержку NOUN I-NP O
Афганистана PROPN I-NP B-LocOrg
. PUNCT B-VP O

По ADP B-NP O
неподтверждённым ADJ I-NP O
данным NOUN I-NP O
, PUNCT I-NP O
шахматная ADJ I-NP B-Org
федерация NOUN I-NP I-Org
Израиля PROPN I-NP I-Org
поддержит VERB B-VP O
Илюмжинова PROPN I-VP B-Person
вместе ADV I-VP O
с ADP B-NP O
федерациями NOUN I-NP B-Org
Ирака PROPN I-NP I-Org
, PUNCT I-NP O
Сирии PROPN I-NP B-Org
, PUNCT I-NP O
Иордании PROPN I-NP B-Org
, PUNCT I-NP O
Ливана PROPN I-NP B-Org
и CCONJ I-NP O
другими ADJ I-NP O
арабскими ADJ I-NP O
странами NOUN I-NP O
. PUNCT B-VP O

Палестина NOUN B-NP B-LocOrg
поддерживает VERB B-VP O
Кока PROPN I-VP B-Person
. PUNCT I-VP O

Поддержку NOUN B-NP O
Бесселю PROPN I-NP B-Person
Коку PROPN B-VP I-Person
выразили VERB I-VP O
30 NUM I-VP O
шахматных ADJ B-NP O
федераций NOUN I-NP O
среди ADP B-VP O
них PRON I-VP O
почти ADV B-NP O
все DET I-NP O
федерации NOUN I-NP O
стран NOUN I-NP O
западной ADJ I-NP B-Location
Европы PROPN I-NP I-Location
, PUNCT B-VP O
также ADV B-ROOT O
США PROPN I-ROOT B-LocOrg
. PUNCT I-ROOT O

На ADP B-VP O
Интернет PROPN I-VP B-Org
странице NOUN B-NP O
Бесселя PROPN I-NP B-Person
Кока PROPN B-VP I-Person
перечислены VERB I-VP O
следующие ADJ B-NP O
федерации NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
его PRON I-VP O
поддерживают VERB I-VP O
: PUNCT I-VP O
• NOUN B-NP O
Афганистан PROPN B-VP B-LocOrg
• PROPN I-VP O
Андорра PROPN I-VP B-LocOrg
• PROPN I-VP O
Австралия PROPN I-VP B-LocOrg
• PROPN I-VP O
Бельгия PROPN I-VP B-LocOrg
• PROPN I-VP O
Канада PROPN I-VP B-LocOrg
• PROPN I-VP O
Чехия PROPN I-VP B-LocOrg
• PROPN I-VP O
Дания PROPN I-VP B-LocOrg
• PROPN I-VP O
Англия PROPN I-VP B-LocOrg
• PROPN I-VP O
Франция PROPN I-VP B-LocOrg
• PROPN I-VP O
